gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	stage_region	stage	region
AP1S2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.58049	0	0.237	2.29507	0.42	0.183	0.68864	mid_pfc	mid	pfc
TMEM165	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.56277	0	0.101	4.60698	0.129	0.028	0.33922	mid_pfc	mid	pfc
ZNF703	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.48247	0	0.126	3.06552	0.187	0.061	0.48359	mid_pfc	mid	pfc
RBP1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.41481	0	0.279	2.21833	0.508	0.229	0.63778	mid_pfc	mid	pfc
MTCH1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.41018	0	0.163	2.79118	0.254	0.091	0.50523	mid_pfc	mid	pfc
BTG1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.38032	0	0.278	1.90259	0.586	0.308	0.7255	mid_pfc	mid	pfc
TERF2IP	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.34025	0	0.259	1.61666	0.679	0.42	0.82902	mid_pfc	mid	pfc
LIMCH1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.29126	0	0.18	1.99999	0.36	0.18	0.64563	mid_pfc	mid	pfc
GLTSCR2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.27165	0	0.263	1.78978	0.596	0.333	0.71051	mid_pfc	mid	pfc
STUB1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.22554	0	0.097	3.55254	0.135	0.038	0.34498	mid_pfc	mid	pfc
KLF3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.18558	0	0.139	2.36272	0.241	0.102	0.50178	mid_pfc	mid	pfc
PDCD2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.17677	0	0.087	3.89987	0.117	0.03	0.30175	mid_pfc	mid	pfc
NDN	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.1737899999999999	0	0.088	3.37829	0.125	0.037	0.34745	mid_pfc	mid	pfc
JUN	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.16846	0	0.121	1.64361	0.309	0.188	0.71091	mid_pfc	mid	pfc
TSPAN5	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.14267	0	0.166	2.14481	0.311	0.145	0.53276	mid_pfc	mid	pfc
SLBP	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.12529	0	0.096	3.46145	0.135	0.039	0.32509	mid_pfc	mid	pfc
YWHAH	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.1244	0	0.166	2.39494	0.285	0.119	0.46949	mid_pfc	mid	pfc
TSPAN13	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.08496	0	0.193	1.7423	0.453	0.26	0.62272	mid_pfc	mid	pfc
METTL9	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.0838	0	0.18	1.90908	0.378	0.198	0.56771	mid_pfc	mid	pfc
RERE	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.08337	0	0.206	1.59537	0.552	0.346	0.67907	mid_pfc	mid	pfc
LY6H	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.07137	0	0.188	2.02173	0.372	0.184	0.52993	mid_pfc	mid	pfc
CYC1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.06756	0	0.145	1.88956	0.308	0.163	0.56498	mid_pfc	mid	pfc
IER2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.03954	0	0.12	1.66666	0.3	0.18	0.62373	mid_pfc	mid	pfc
SRM	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.03415	0	0.102	2.69996	0.162	0.06	0.38303	mid_pfc	mid	pfc
PNRC1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	1.00105	0	0.155	2.11509	0.294	0.139	0.47329	mid_pfc	mid	pfc
BRD9	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.98149	0	0.094	2.56662	0.154	0.06	0.3824	mid_pfc	mid	pfc
GADD45GIP1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.96879	0	0.229	1.77627	0.524	0.295	0.54541	mid_pfc	mid	pfc
LMO3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.95677	0	0.15	2.20966	0.274	0.124	0.43299	mid_pfc	mid	pfc
RNF145	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.95254	0	0.098	3.08504	0.145	0.047	0.30876	mid_pfc	mid	pfc
RPL36A	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.94771	0	0.207	1.31603	0.862	0.655	0.72013	mid_pfc	mid	pfc
TRAF4	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.89891	0	0.093	2.57623	0.152	0.059	0.34893	mid_pfc	mid	pfc
GABPB1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.89885	0	0.121	2.34442	0.211	0.09	0.3834	mid_pfc	mid	pfc
TUBB2A	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.89131	0	0.264	1.40244	0.92	0.656	0.63554	mid_pfc	mid	pfc
APLP1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.88186	0	0.13	1.87247	0.279	0.149	0.47096	mid_pfc	mid	pfc
DUT	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.87949	0	0.12	2.11109	0.228	0.108	0.4166	mid_pfc	mid	pfc
ITPR2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.84691	0	0.08	2.77772	0.125	0.045	0.30489	mid_pfc	mid	pfc
BEX5	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.81987	0	0.119	2.11213	0.226	0.107	0.38817	mid_pfc	mid	pfc
KLC1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.80472	0	0.154	1.78172	0.351	0.197	0.45166	mid_pfc	mid	pfc
DYNC1I1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.77576	0	0.077	2.60411	0.125	0.048	0.2979	mid_pfc	mid	pfc
NDUFA13	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.77185	0	0.157	1.45375	0.503	0.346	0.53094	mid_pfc	mid	pfc
FTH1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.76882	0	0.228	1.29572	0.999	0.771	0.59335	mid_pfc	mid	pfc
RTN1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.75323	0	0.202	1.28857	0.902	0.7	0.58455	mid_pfc	mid	pfc
ZNF821	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.74728000000000006	0	0.102	1.82925	0.225	0.123	0.40852	mid_pfc	mid	pfc
LMNB1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.74295	0	0.094	2.08044	0.181	0.087	0.35711	mid_pfc	mid	pfc
ARPP21	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.73872	0	0.141	1.638	0.362	0.221	0.45099	mid_pfc	mid	pfc
SPG21	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.73740000000000006	0	0.097	2.31078	0.171	0.074	0.31911	mid_pfc	mid	pfc
PNMA1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.73353	0	0.098	2.16664	0.182	0.084	0.33855	mid_pfc	mid	pfc
TARSL2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.70318	0	0.077	2.39996	0.132	0.055	0.293	mid_pfc	mid	pfc
BOD1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.69691	0	0.074	2.15622	0.138	0.064	0.32321	mid_pfc	mid	pfc
OLFM1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.68725	0	0.075	2.38884	0.129	0.054	0.28769	mid_pfc	mid	pfc
LNX1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.68721	0	0.067	2.52267	0.111	0.044	0.27241	mid_pfc	mid	pfc
LAGE3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.68492	0	0.086	2.10254	0.164	0.078	0.32576	mid_pfc	mid	pfc
ZNF711	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.68229	0	0.127	1.80891	0.284	0.157	0.37718	mid_pfc	mid	pfc
NTM	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.68091	0	0.122	1.19582	0.745	0.623	0.5694	mid_pfc	mid	pfc
CPE	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.66594	0	0.149	1.4822	0.458	0.309	0.44929	mid_pfc	mid	pfc
AC004158.3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.65751	0	0.14	1.67307	0.348	0.208	0.39299	mid_pfc	mid	pfc
MTDH	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.65464	0	0.127	1.42053	0.429	0.302	0.46085	mid_pfc	mid	pfc
CTTNBP2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.6432	0	0.129	1.38165	0.467	0.338	0.46553	mid_pfc	mid	pfc
SH3BP5	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.64223	0	0.097	1.81511	0.216	0.119	0.35383	mid_pfc	mid	pfc
SLC4A7	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.64189	0	0.087	1.76314	0.201	0.114	0.36406	mid_pfc	mid	pfc
LSM7	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.64145	0	0.169	1.41523	0.576	0.407	0.45325	mid_pfc	mid	pfc
NEUROD2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.63869	0	0.151	1.26868	0.713	0.562	0.50342	mid_pfc	mid	pfc
NT5C3B	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.63263	0	0.101	1.60478	0.268	0.167	0.39422	mid_pfc	mid	pfc
KTN1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.62048	0	0.128	1.63053	0.331	0.203	0.38054	mid_pfc	mid	pfc
DPP7	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.61644	0	0.061	2.32604	0.107	0.046	0.26502	mid_pfc	mid	pfc
MDK	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.61546	0	0.152	1.40105	0.531	0.379	0.43928	mid_pfc	mid	pfc
HTATSF1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.61393	0	0.101	1.49753	0.304	0.203	0.40996	mid_pfc	mid	pfc
CST3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.61061	0	0.078	1.47852	0.241	0.163	0.41299	mid_pfc	mid	pfc
C9orf16	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.60158	0	0.149	1.4027	0.519	0.37	0.42888	mid_pfc	mid	pfc
CCDC85B	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.59574	0	0.077	2.01313	0.153	0.076	0.29592	mid_pfc	mid	pfc
AKIRIN1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.59466	0	0.076	2.10142	0.145	0.069	0.28298	mid_pfc	mid	pfc
PPM1G	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.58982	0	0.097	1.39591	0.342	0.245	0.42253	mid_pfc	mid	pfc
ZNF428	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.58198	0	0.233	1.38833	0.833	0.6	0.4192	mid_pfc	mid	pfc
MRPL41	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.58136	0	0.095	1.45237	0.305	0.21	0.40028	mid_pfc	mid	pfc
PKIA	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.58044	0	0.09	1.7627	0.208	0.118	0.32929	mid_pfc	mid	pfc
MZT2B	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.57366	0	0.111	1.45491	0.355	0.244	0.3943	mid_pfc	mid	pfc
RANBP1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.57245	0	0.145	1.40502	0.503	0.358	0.40743	mid_pfc	mid	pfc
ARL5A	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.56528	0	0.097	1.69285	0.237	0.14	0.33392	mid_pfc	mid	pfc
GUK1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.56149	0	0.142	1.4104	0.488	0.346	0.39811	mid_pfc	mid	pfc
MAP1LC3A	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.55856	0	0.084	1.45901	0.267	0.183	0.38283	mid_pfc	mid	pfc
RPL41	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.5546	0	0.004	1.00403	0.997	0.993	0.55238	mid_pfc	mid	pfc
PWWP2A	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.55311	0	0.067	1.84808	0.146	0.079	0.29929	mid_pfc	mid	pfc
SERPINE2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.55131	0	0.081	1.87095	0.174	0.093	0.29467	mid_pfc	mid	pfc
WIPI2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.54287	0	0.074	2.12118	0.14	0.066	0.25593	mid_pfc	mid	pfc
GTF3A	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.53776	0	0.091	1.45499	0.291	0.2	0.3696	mid_pfc	mid	pfc
NETO2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.5346	0	0.099	1.81817	0.22	0.121	0.29403	mid_pfc	mid	pfc
RPS15	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.53425	0	0.017	1.01729	1	0.983	0.52517	mid_pfc	mid	pfc
TBR1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.53049	0	0.099	1.46046	0.314	0.215	0.36323	mid_pfc	mid	pfc
MEG3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.52968	0	0.107	1.72296	0.255	0.148	0.30742	mid_pfc	mid	pfc
GPX4	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.52878	0	0.144	1.30769	0.612	0.468	0.40436	mid_pfc	mid	pfc
CSNK1G3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.52717	0	0.069	1.68315	0.17	0.101	0.3132	mid_pfc	mid	pfc
PITHD1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.52705	0	0.065	1.87835	0.139	0.074	0.28059	mid_pfc	mid	pfc
CXADR	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.52602	0	0.114	1.35962	0.431	0.317	0.38689	mid_pfc	mid	pfc
ATP2B1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.52381	0	0.098	1.70502	0.237	0.139	0.30721	mid_pfc	mid	pfc
SLA	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.52121	0	0.125	1.22522	0.68	0.555	0.4254	mid_pfc	mid	pfc
RAB2A	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.51499	0	0.126	1.38414	0.454	0.328	0.37206	mid_pfc	mid	pfc
SMCHD1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.51476	0	0.073	1.60832	0.193	0.12	0.32006	mid_pfc	mid	pfc
NME4	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.514	0	0.069	1.95831	0.141	0.072	0.26247	mid_pfc	mid	pfc
RP11-436D23.1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.51317	0	0.095	1.69342	0.232	0.137	0.30304	mid_pfc	mid	pfc
COX5B	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.51118	0	0.103	1.19074	0.643	0.54	0.42929	mid_pfc	mid	pfc
AFF3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.50929	0	0.091	1.5909	0.245	0.154	0.32013	mid_pfc	mid	pfc
EIF4A3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.50727	0	0.063	1.85133	0.137	0.074	0.274	mid_pfc	mid	pfc
NDFIP1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.50471	0	0.086	1.27922	0.394	0.308	0.39455	mid_pfc	mid	pfc
PTPRZ1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.49948	0	0.091	1.14725	0.709	0.618	0.43538	mid_pfc	mid	pfc
UBE2J2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.4992	0	0.058	1.84055	0.127	0.069	0.27122	mid_pfc	mid	pfc
RTN4	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.49856	0	0.093	1.12318	0.848	0.755	0.44389	mid_pfc	mid	pfc
COX5A	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.49226	0	0.125	1.33068	0.503	0.378	0.36993	mid_pfc	mid	pfc
H2AFY2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.48744	0	0.072	1.64284	0.184	0.112	0.29671	mid_pfc	mid	pfc
NDUFS6	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.48723	0	0.099	1.29729	0.432	0.333	0.37558	mid_pfc	mid	pfc
MAD2L2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.48718	0	0.085	1.64884	0.216	0.131	0.29547	mid_pfc	mid	pfc
HSD11B1L	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.48402	0	0.06	1.84504	0.131	0.071	0.26234	mid_pfc	mid	pfc
RBFOX1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.48325	0	0.097	1.51871	0.284	0.187	0.3182	mid_pfc	mid	pfc
ROGDI	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.48076	0	0.061	1.80261	0.137	0.076	0.2667	mid_pfc	mid	pfc
PYURF	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.47736	0	0.088	1.43349	0.291	0.203	0.33301	mid_pfc	mid	pfc
SATB2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.47052	0	0.102	1.39382	0.361	0.259	0.33758	mid_pfc	mid	pfc
HNRNPA0	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.46586	0	0.141	1.20494	0.829	0.688	0.38663	mid_pfc	mid	pfc
PSIP1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.46301	0	0.104	1.47926	0.321	0.217	0.313	mid_pfc	mid	pfc
TMED2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.46137	0	0.08	1.34042	0.315	0.235	0.3442	mid_pfc	mid	pfc
GCSH	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.45123	0	0.078	1.58208	0.212	0.134	0.28521	mid_pfc	mid	pfc
AKAP12	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.44936	0	0.051	1.593	0.137	0.086	0.28208	mid_pfc	mid	pfc
CLTA	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.44846	0	0.122	1.30198	0.526	0.404	0.34445	mid_pfc	mid	pfc
CADM2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.44755	0	0.067	1.4855	0.205	0.138	0.30128	mid_pfc	mid	pfc
SQLE	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.44712	0	0.103	1.33333	0.412	0.309	0.33534	mid_pfc	mid	pfc
MZT2A	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.44577	0	0.083	1.3915	0.295	0.212	0.32035	mid_pfc	mid	pfc
RPL13	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.4383	0	0.213	1.27065	1	0.787	0.34494	mid_pfc	mid	pfc
MPPED1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.43623	0	0.077	1.74037	0.181	0.104	0.25065	mid_pfc	mid	pfc
DDT	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.4355	0	0.069	1.2987	0.3	0.231	0.33534	mid_pfc	mid	pfc
FEZ1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.43087	0	0.091	1.22304	0.499	0.408	0.3523	mid_pfc	mid	pfc
C16orf13	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.42596	0	0.08	1.43715	0.263	0.183	0.29639	mid_pfc	mid	pfc
CBX3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.42453	0	0.096	1.20382	0.567	0.471	0.35265	mid_pfc	mid	pfc
FSCN1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.42411	0	0.079	1.35267	0.303	0.224	0.31353	mid_pfc	mid	pfc
ALKBH7	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.42032	0	0.11	1.38596	0.395	0.285	0.30327	mid_pfc	mid	pfc
KIAA0232	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.41896	0	0.06	1.51281	0.177	0.117	0.27694	mid_pfc	mid	pfc
RPS10	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.41331	0	0.027	1.03139	0.887	0.86	0.40073	mid_pfc	mid	pfc
JAK1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.41314	0	0.06	1.65216	0.152	0.092	0.25006	mid_pfc	mid	pfc
RBM17	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.41204	0	0.07	1.32257	0.287	0.217	0.31155	mid_pfc	mid	pfc
FAAP20	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.41174	0	0.054	1.35525	0.206	0.152	0.30381	mid_pfc	mid	pfc
ITM2B	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.40707	0	0.085	1.2796	0.389	0.304	0.31812	mid_pfc	mid	pfc
ATP6V0B	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.407	0	0.101	1.31077	0.426	0.325	0.31051	mid_pfc	mid	pfc
BID	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.405	1e-5	0.061	1.40666	0.211	0.15	0.28792	mid_pfc	mid	pfc
TRIM36	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.40262	0	0.086	1.41747	0.292	0.206	0.28404	mid_pfc	mid	pfc
ERI3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.39789	5e-5	0.061	1.47286	0.19	0.129	0.27015	mid_pfc	mid	pfc
SCAND1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.3955	0	0.101	1.28612	0.454	0.353	0.30751	mid_pfc	mid	pfc
ZEB2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.39399	0	0.099	1.275	0.459	0.36	0.30902	mid_pfc	mid	pfc
SERP2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.39217	0	0.068	1.33009	0.274	0.206	0.29485	mid_pfc	mid	pfc
SMS	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.38774	0	0.104	1.28729	0.466	0.362	0.30121	mid_pfc	mid	pfc
UROS	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.38486	0	0.058	1.52251	0.169	0.111	0.25278	mid_pfc	mid	pfc
NDUFB11	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.38341	0	0.065	1.09461	0.752	0.687	0.35027	mid_pfc	mid	pfc
RPS21	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.38327	0	0.022	1.02394	0.941	0.919	0.37431	mid_pfc	mid	pfc
SHTN1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.37815	0	0.083	1.21282	0.473	0.39	0.3118	mid_pfc	mid	pfc
TBCB	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.37713	0	0.135	1.32066	0.556	0.421	0.28556	mid_pfc	mid	pfc
BCL11B	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.37564	0	0.074	1.37185	0.273	0.199	0.27382	mid_pfc	mid	pfc
CALM1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.37373	0	0.155	1.21831	0.865	0.71	0.30676	mid_pfc	mid	pfc
NDUFS3	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.37307	0	0.057	1.2676	0.27	0.213	0.29431	mid_pfc	mid	pfc
MRPS34	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.36806	0	0.064	1.3216	0.263	0.199	0.2785	mid_pfc	mid	pfc
RRAGA	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.36785	0	0.059	1.28365	0.267	0.208	0.28657	mid_pfc	mid	pfc
GPM6A	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.36767	0	0.019	1.02043	0.949	0.93	0.36031	mid_pfc	mid	pfc
CCDC107	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.3626	1e-5	0.056	1.39436	0.198	0.142	0.26005	mid_pfc	mid	pfc
ARPC5L	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.36203	0	0.049	1.43749	0.161	0.112	0.25185	mid_pfc	mid	pfc
MYEF2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.35891	0	0.064	1.33333	0.256	0.192	0.26919	mid_pfc	mid	pfc
RABAC1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.35518	0	0.099	1.2853	0.446	0.347	0.27634	mid_pfc	mid	pfc
RPS2	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.35382	0	0.232	1.30248	0.999	0.767	0.27165	mid_pfc	mid	pfc
NDUFAB1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.35222	0	0.072	1.23077	0.384	0.312	0.28618	mid_pfc	mid	pfc
CKB	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.34896	0	0.145	1.23425	0.764	0.619	0.28273	mid_pfc	mid	pfc
AK1	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.34743	0	0.078	1.31967	0.322	0.244	0.26327	mid_pfc	mid	pfc
JTB	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.34732	0	0.075	1.28846	0.335	0.26	0.26956	mid_pfc	mid	pfc
NDUFS7	mid_pfc	pfc	ipc_mid	ipc_pfc	ipc	gw18	0.34361	3e-5	0.071	1.30472	0.304	0.233	0.26336	mid_pfc	mid	pfc
